200.28974251795768, 7.150443965544788e-18
202.22619639172785, 8.18842184725526e-18
203.1903921601787, 8.525360342215238e-18
205.36518264668302, 9.525082115550991e-18
207.04754849031872, 9.889970844823214e-18
209.4382553256113, 9.838921375514898e-18
210.09856071513605, 9.41400262947814e-18
212.28470814777233, 8.766270646260114e-18
213.94554954266974, 8.159099895906378e-18
214.1744303282125, 7.693811877406962e-18
216.45598208045857, 7.033924001755759e-18
215.60280767673675, 7.390106526979073e-18
217.65840497311822, 6.607547956336622e-18
220.60056071995825, 6.2563404048555346e-18
223.47164846032837, 6.296220178294035e-18
226.10839094238935, 6.554608476907268e-18
228.27568146490557, 7.215626519423063e-18
229.48495734390337, 7.818850084018297e-18
230.93289332446028, 8.398426526637808e-18
232.38321814557082, 9.085884714973035e-18
233.34980275457528, 9.530704955648721e-18
235.04334140455023, 1.0400165599778802e-17
236.49187459524555, 1.1006712478827244e-17
238.1815313793209, 1.1700865286169292e-17
239.626779914255, 1.2159074764858628e-17
241.31091250455012, 1.2603751035233093e-17
244.18707653109664, 1.2872879518317485e-17
247.05353589289416, 1.2703738409431796e-17
249.4305815462708, 1.203574020681175e-17
248.72288753226383, 1.2480896378190289e-17
251.2496836278449, 1.1374596590199888e-17
251.09858946282904, 1.1752214693605153e-17
253.23062965692606, 1.0821302725903462e-17
253.9307092416684, 1.0032273490056092e-17
256.2984981378998, 8.94623352278766e-18
256.0717075878415, 9.505918068788327e-18
257.7274428360555, 8.668150086967254e-18
259.15107236397944, 8.150029766929389e-18
260.5548147942946, 6.733793913808213e-18
259.6195837175562, 7.704921585651264e-18
260.5664603919935, 7.259717424172312e-18
262.22371852606045, 6.490724055245007e-18
263.40828483558187, 5.978045812593343e-18
264.8308393852567, 5.411378706983399e-18
266.25518556534666, 4.925622910660249e-18
268.39319786082774, 4.2644153072478386e-18
270.29501354657054, 3.738107876080484e-18
272.67519455317375, 3.2117044647123086e-18
275.5356818135873, 2.772858991537336e-18
278.39870721708894, 2.4486378731853133e-18
281.1200445152547, 2.206705380001766e-18
284.13207384828775, 2.1305834827356354e-18
286.9729171609345, 2.3477044084357195e-18
289.88470050645003, 2.6823256671188815e-18
292.7650450039654, 3.1402472052057785e-18
295.40704293524436, 3.635975344393572e-18
297.0883984983959, 3.955239085373522e-18
298.7711873658796, 4.339231873782895e-18
301.41608176632974, 4.965766629650997e-18
303.8202258297364, 5.521551979993565e-18
306.22018942217426, 5.888544275333636e-18
308.6258265109269, 6.5117557167485275e-18
310.3094365423509, 6.932832855247674e-18
311.9974509985457, 7.552816962410175e-18
313.68531615220576, 8.166058460465442e-18
315.1305646871399, 8.624267939154775e-18
317.4451720205466, 9.457193719844748e-18
323.0610674175216, 1.0315079151756581e-17
326.17809375801255, 1.0660013997196924e-17
328.7132987856317, 1.0962201660699431e-17
331.6874692616768, 1.1028068073508513e-17
334.55392862347435, 1.0858926964622825e-17
337.4157596066992, 1.0480764973412941e-17
340.2749031443013, 9.981236018272876e-18
345.27803107876844, 9.090203824009692e-18
346.94118666295213, 8.587543514818057e-18
348.8443460715064, 8.121919565615785e-18
350.9859266975643, 7.621860319866228e-18
353.3661077041676, 7.095456908498053e-18
355.7464678738124, 6.577144628058557e-18
358.36484614411745, 6.006192006482245e-18
361.22204874876974, 5.419009132948166e-18
363.84212906796927, 4.924922255194296e-18
366.2253558462784, 4.536068069613664e-18
368.8464812832201, 4.089179455610413e-18
371.70741645123746, 3.670561809757145e-18
374.5690981319277, 3.285657209440033e-18
377.4313770227564, 2.927723045551842e-18
380.2938052161197, 2.576531490770886e-18
383.1578757373636, 2.299508636169489e-18
386.02209556114207, 2.0292283906753146e-18
388.8875098051974, 1.8128890180390007e-18
391.7530733517873, 1.6032922545099217e-18
394.62027922625776, 1.4678641911603895e-18
397.48629068045153, 1.2784952549530028e-18
400.35364585745657, 1.1498098007107054e-18
402.26471830034467, 1.0415441341917345e-18
407.04493755065306, 8.855043227172478e-19
411.82217075026944, 5.946123290981251e-19
414.69251197796655, 6.007790570004699e-19
417.5605141326216, 5.013115755561719e-19
420.43080559280725, 5.052307670894507e-19
423.2983100723469, 3.8328792195438203e-19
426.1668099021173, 3.062958042008546e-19
429.0367529897222, 2.944822411505854e-19
431.90500398193484, 2.0625244155168497e-19
434.7740014868206, 1.5173568748893432e-19
437.6443427145177, 1.5790241539128528e-19
440.51393742954184, 1.3035609775746184e-19
443.38398005216976, 1.2303760744534304e-19
446.2543212798669, 1.2920433534768785e-19
449.1240652974256, 1.0840062682110545e-19
451.2765599387629, 1.0122610681020763e-19
455.8210304869369, 1.003142949024686e-19
459.8841496635584, -3.535371894910479e-20
469.45265050104365, 1.6667549892463744e-20
476.38984346872735, 5.573149162403943e-20
478.54159159739163, 1.484392607698569e-20
