Event,Start Time,Stop Time
53x_1,2023-04-07 18:27:12.632516864,2023-04-07 18:37:41.013865728
536_power_1,2023-04-07 18:48:41.462851328,2023-04-07 18:55:36.216562944
536_pos_1,2023-04-07 19:07:48.525145856,2023-04-07 19:14:24.962607104
536_pos_power_1,2023-04-07 19:23:31.914889216,2023-04-07 19:29:55.789679360
53x_2,2023-04-07 20:09:18.329255936,2023-04-07 20:20:22.380046080
536_pos_power_2,2023-04-07 20:27:36.420328192,2023-04-07 20:34:33.244465664
