Event,Start Time,Stop Time
0.5,2023-05-12 19:21:20.305759744,2023-05-12 19:21:55.247233280
1,2023-05-12 19:19:47.425729536,2023-05-12 19:20:59.356968704
1.7,2023-05-12 19:18:46.832760320,2023-05-12 19:19:28.467514880
3.1,2023-05-12 19:17:42.456775936,2023-05-12 19:18:23.508905728
