Event,Start Time,Stop Time
sr2_5,2023-05-12 18:31:39.899085312,2023-05-12 18:32:37.318471168
sr2_4,2023-05-12 18:29:58.971246848,2023-05-12 18:31:21.479343360
sr2_3,2023-05-12 18:28:01.281056768,2023-05-12 18:29:27.284901376
sr2_2,2023-05-12 18:26:29.226353408,2023-05-12 18:27:30.177335808
sr2_1,2023-05-12 18:23:33.505684480,2023-05-12 18:25:35.128654848
sr2_0,2023-05-12 18:20:20.547572736,2023-05-12 18:22:22.170543104
